,Comment,Date
970,"It's been 6 years ago that I discovered my love of hiking. Umstead Park became my go-to for a safe, challenging and lovely hiking spot in The Triangle. It's the vast expance of green trees, well-maintainedtrails and the peace & beauty that draw such great numbers of people to the park day-after-day and week-after-week. The public uses this space for more than just exercise. It is a communitygathering location offering a naturally beautiful place to host celebrations. The location offers an opportunity for all walks of life to come see what Durham/Raleigh has to offer. Please do nottake away our lovely hiking trails and picnic shelters.",9/12/2016
971,"Plans to convert green space to higher intensity development is short sighted - this type of space is unlikely to ever be recouped whereas there are plenty of existing spaces that could beconvertedfrom low density to high density development. In addition, there is minimal evidence that there are shortages of office and hotel space in the area to support the needs of this local market. Weare not and will not be a major destination in the SE and should not attempt to destroy the flavor of the RTP for short term gains.",9/13/2016
972,"Please do not extend the runway 400 feet closer to Umstead State Park. A study in the American Journal of Physiology showed bird songs help regulate our circadian rhythms which contributetorestful sleep and overall wellness. The park is one of the few places in Raleigh where several species of birds live and sing. We also donâ€™t know the impact of the runway on other wildlife,climate change, and noise and light pollution.The Umstead Coalition has a plan that creates revenue for the airport without extending the runway. We think this plan should be implemented.",9/13/2016
973,"Our green spaces are pockets of much needed sanctuary in a world hardened by society's existence. A walk, hike, bike ride or time to call one's soul its own in the the grand outdoors does notrequire an explicit clause on mental health, a particular political stance, defined gender, a certain level of education, or any particular financial status. Parks are an natural gift enhanced byhuman hands, to be cherished by all creatures, be they with thumbs, hoofs, wings, scales, voice, or no voice. Does a universal treasure really need to be forsaken for a bigger balance in a bankaccount?",9/14/2016
974,"Planning normally involves balancing the needs of commercial, general, and military aviation (tenants and transients). When reviewing the presentations I saw no mention of military or otherfederal airassets. Is the plan to divest RDU of those types of resources?",9/15/2016
975,"Please help preserve Umstead State Park by adopting the plan ""RDU Forested Trail Center,"" proposed by the Umstead State Park Coalition. This is a superior use of natural resources for apark that isone of the great recreational resources of the Triangle. Expansion of the airport should consider options that do not endanger one of our great natural and recreational resources. I personallyam an avid user of the park (runner), and promote the Park as a unique resource of our area. Best wishes...",9/17/2016
976,I support the creation of the RDU Forest Trail Center: http://www.rduforesttrailcenter.com/This would generate revenue for the airport without resorting to the tragic loss of some of themost popular trails in the Triangle.,9/21/2016
977,"As someone who uses and enjoys the trails around Lake Crabtree, I was very disappointed to hear that RDU Authority plans to develop the land. That forested land and those trails are of valueas they are,and should not be developed. They provides a place for people to relax, to exercise, to learn about nature, and to take their family outside and have fun. We don't need more developmentaround Lake Crabtree. We must preserve the natural and open spaces we have. Please reconsider your decision to develop this land.",9/21/2016
978,"As a former resident and now a frequent visitor to the RDU area, I'm compelled to support conserving the remaining green space this property offers to our greater communities. Developmentof thisland would be tragic. We need more trails and forest to explore and recharge; we have more than enough development that already exists.",9/21/2016
979,"The development of the trails area for the stated purpose of building and renting office space is a poor use of this important community asset. Even the financial benefit to the RDUAA can beaddressed with a land purchase that is funded by a public referendum. Buying the land outright and preserving it in it's current state saves the RDUAA the immense cost of developing the landto make it available for rent. Instead of obtaining loans and then paying interest on them, the RDUAA could receive a large lump-sum payment that could be immediately invested. The resultwould be ongoing income for the airport without the payment of interest on development loans.The trail hub plan shows what this area can become: even a greater asset to the local community. It would be in the airport's best interest as part of our community to support this plan.",9/21/2016
980,I support the forest trail center at RDU. Please don't destroy the trails and park land.,9/22/2016
981,When we the public be able to see the additional comments made after August 25th...It is now a month without any additional comments added. Where is the transparency of RDU.,9/25/2016
982,"In regards to the concerns of the public about the redevelopment of some of the land adjacent to Lake Crabtree, I quote from RDUblog.com, from the article posted on 8/2/16 titled ""WhatWeâ€™reHearing From Your Vision 2040 Comments"":""Within the terms of the agreement, we can terminate the lease if the land needs to be used to support aeronautical purposes, in accordance with our federal obligations. This is a conditionagreed to by Wake County in their management of the property.""Parcel 2 is currently leased to Wake County for recreational purposes, including mountain biking. Research has shown that in counties with higher acreages of recreational space, more peoplemeet the recommended daily levels of physical activity (NRPA, 2011). In addition, research also shows that exposure to natural areas hastens recovery from stress (Kaplan & Kaplan, 1989)and fosters higher-order cognitive functioning (Ulrich, 1993). On the level of ecosystem services, the presence of trees in natural areas removes CO2 from the air, and the presence of treesnear Lake Crabtree provides a natural method of water filtration and flood control.If that land is needed for aviation development to support aeronautical purposes, then I wholeheartedly support RDU in its development. However, the map of potential land-use concepts slatesthat the land in Parcel 2 would be redeveloped for office/hotel/recreation. In that, I question how and in what way the development of office and/or hotel space is needed to support aeronauticalpurposes? Is terminating the lease valid if this land is not directly being used for aeronautical purposes? If not, the benefits of maintaining this natural recreational space provides the localcommunity (which serves as frequent consumer of RDU's services) with intangible, but vital, benefits for public and environmental health.Kaplan, R. and Kaplan, S. (1989). The Experience of Nature: A Psychological Perspective, Cambridge University Press.National Recreation and Park Association. Parks & Recreation in Underserved Areas: A Public Health Perspective. (2011). Retrieved fromhttp://www.nrpa.org/uploadedFiles/nrpa.org/Publications_and_Research/Research/Papers/Parks-Rec-Underserved-Areas.pdfRaleigh-Durham International Airport. (2016, August 2). What Weâ€™re Hearing From Your Vision 2040 Comments. Retrieved September 25, 2016, from https://rdublog.com/2016/08/02/what-were-hearing-from-your-vision-2040-comments/Ulrich, R.S. et al. (1991). Stress recovery during exposure to natural and urban environments. Environ. Psychol. 11, 201-230",9/25/2016
983,Please keep all of the greenspace and trails intact that account for Parcels 1-4 in your land use plan. Losing the trails would be a huge loss to the people in the area whose utilize them tomaintain ahealthy lifestyle. These trails are assets to the community and are looked upon highly when people are looking into relocating here. Maintaining the trails and keeping them open for public usewill benefit the community in the long run as more people will use them from around the area and would not have to go outside the community to find something comparable. Thank you.,9/26/2016
984,"Your message is incorrect. Please review the following. ""The 1999 guidance and the 2009 manual both require that if airport land is not used for aviation purposes and has revenue-producingpotential, we must get fair market value for it."" -this is not true, the FAA policy makes it clear public parks, recreation facilities, bike and jogging paths exempt from the market value requirement.The FAA rule specifically allows you to keep the parkland. You are not required to destroy public parks. “Examples of acceptable uses include public parks, recreation facilities, and bike orjogging paths.” Please see the following sources. https://www.faa.gov/airports/resources/publications/orders/compliance_5190_6/media/5190_6b_chap3.pdf “3.5. The Use of Property forRevenue Production. P.L. No. 80-289 specifically authorized the GSA to transfer such surplus nonairport property as needed to develop sources of revenue from nonaeronautical commercialbusinesses at a public use airport. This essentially became the point at which the FAA began tracing the requirement to use airport property for aeronautical purposes. If the property is not usedfor aeronautical purposes directly, the property must be used to generate revenue for the benefit of the airport consistent with FAA’s Policy and Procedures Concerning the Use of AirportRevenue, 64 Fed. Reg. 7696, February 16, 1999 (Revenue Use Policy). The FAA must approve the use for nonaeronautical purposes before such use is allowed.”https://www.faa.gov/airports/resources/publications/federal_register_notices/media/obligation_final99.pdf D. Providing Property for Public Community Purposes Making airport property availableat less than fair market rental value for public recreational and other community uses, for the purpose of maintaining positive airport-community relations, can be a legitimate function of anairport proprietor in operating the airport. Accordingly, in certain circumstances, providing airport land for such purposes will not be considered a violation of the self sustaining requirement.Generally, the circumstances in which below-market use of airport land for community purposes will be considered consistent with the grant assurances are: 1. The contribution of the airportproperty enhances public acceptance of the airport in a community in the immediate area of the airport; the property is put to a general public use desired by the local community; and the publicuse does not adversely affect the capacity, security, safety or operations of the airport. Examples of acceptable uses include public parks, recreation facilities, and bike or jogging paths.Examples of uses that would not be eligible are road maintenance equipment storage; and police, fire department, and other government facilities if they do not directly support the operation ofthe airport. 2. The property involved would not reasonably be expected to produce more than de minimis revenue at the time the community use is contemplated, and the property is notreasonably expected to be used by an aeronautical tenant or otherwise be needed for airport operations in the foreseeable future. When airport property reasonably may be expected to earnmore than minimal revenue, it still may be used for community purposes at less than FMV if the revenue earned from the community use approximates the revenue that could otherwise begenerated, provided that the other provisions of VII. D. are met. 3. The community use does not preclude reuse of the property for airport purposes if, in the opinion of the airport sponsor, suchreuse will provide greater benefits to the airport than continuation of the community use. 4. Airport revenue is not to be used to support the capital or operating costs associated with thecommunity use.",9/26/2016
985,"Use of the land for recreational/park purposes is more important to the Triangle than expanding the airport or developing a source of revenue. The Airport Authority exists to provide for theairport; however, you are also part of the larger community. Time to look at the larger picture.",9/26/2016
986,"Dear Sirs/Madams: Thank you for your thoughtful and informative reply. I hope that with flexibility, goodwill, and good sense we can achieve a plan that preserves the benefits of our great Statepark which is a recreational and economic asset to the region, and yet a plan that does not constrain sensible economic development. One of the reasons for the great economic success of theTriangle is our green space and recreational opportunities that are so important to attracting the best talent to our area. Umstead Park is just such an asset. If you have not, please visit theHarris Avenue parking lot of Umstead Park on Saturday morning. You will see young and old, families and singles, romancing with nature, or challenging themselves to bike and run faster andharder. There is no other place like Umstead Park with its proximity to Durham, Raleigh, and Chapel Hill.",9/26/2016
987,"This feels like a very poorly phrased ""we will do what we want"" response - I am hoping legislators will see it differently.",9/26/2016
988,"I am writing to urge you to adopt the alternate plan for the land adjacent to Instead and Crabtree lake parks, and to delay the implementation of your plans until a study of the environmentaland the human impact of the plan can be completed.",9/29/2016
989,@RDUAirport RDU comments only go through Aug 25th. Hope comments from August to October are available before next public hearing,10/1/2016
990,"Will the comments from August 25th to October 1st about Vision 2040 be made available to the general public before the final public hearing Oct 11th?.Comments need to be seen by all Wake and Durhamcounty citizens, along with County Commissioners and City council officials, so accurate decisions can be made by our elected officials. FAA guidelines require the public to be informed, yet Icannot find information about noise, new roads, open space, air quality almost non existent in your Vision 2040 materials that can only be viewed through technology.Can you send me a list of contact addresses and emails for RDU authority members. I have called your offices was told I would have to contact them at their place of business, but was notgiven their place of business.",10/1/2016
991,Please do not turn the majority of the land in Crabtree into an office park. Crabtree is a great community resource and provides an oasis of nature in the center of the triangle. There is plenty ofland in the nearby area that can accommodate an office development. This PUBLIC LAND should be used to benefit the citizens of Wake County. By proposing an office park the airportauthority is acknowledging that they do not need this land for purposes related to the airport. Therefore they should swap the land in order for the public to benefit from this public land.,10/1/2016
992, Save RDU forests t.co/oBItWxNpMP #rduforesttrailcenter#keeprdugreen,10/3/2016
993,Please leave this area undeveloped and natural so generations can continue to enjoy it. I do NOT support your vision!,10/3/2016
994,"The land in and around Lake Crabtree, alongside the rest Umstead State Park, is heavily used by the outdoor recreational community. Hikers, cyclists, horseback riders, kayakers...these localresources are what make the RDU area unique and stand out from suburban areas around the rest of the country. I have often heard, from national and international visitors to Raleigh, thattheir favorite part of flying into Raleigh is the green surrounding the city and how beautiful and attractive it makes the area.",10/6/2016
995,No to additional runways or any runway any closer to Wm. B. Umstead State Park.No to Commerce Blvd. or any road bordering Wm. B. Umstead State Park.No to any quarry on any RDU land.I am a resident of Wake County and this is of great interest to me and future generations.,10/7/2016
996,RDU Airport AuthorityI am a tax-paying property owner in Wake County. Please preserve the trails at Lake Crabtree County Park as they are. They are a very valuable asset to our community.Our community need recreational resources for healthy exercise and stress reduction.I will vote against any politician who facilitates commercial development of the park.Thank you,10/7/2016
997,"This week 190 countries approve a plan in offsetting Air Travel EmissionsThe program will airlines buy credits to offset emissions from individual flights. The credits came come from alternativeenergy installations, FOREST Conservation Programs and other projects that prevent some amount of greenhouse gas emissions. This would generate revenue for RDU and save the parks.Has RDU looked into this?",10/7/2016
998,"Please reconsider the development plan which will result in the devastation of over 600 acres of woods. Once these lands are developed, they will never go back to being the natural openspacesthat are key to the lifestyle that is so attractive in Raleigh. The increase in airport traffic is due in part to these recreational spaces and the attractiveness of our community. I know there arerealtors and developers who are advancing their interests and the financial stakes are high but please think of the citizens of the community you claim to server. Please preserve the woods.Thank you. Chip",10/8/2016
999,"Dear RDU authorities,I strongly oppose plans for commercial development in lands that are currently part of Lake Crabtree County Park. Although they have leased the areas and many of the trails areunofficial, itâ€™s obvious that the local community values the open space and recreational access over more commercial retail facilities. In addition, pockets of nature provide connectivity andcritical habitat for wildlife species in an area that is developing rapidly.I find the plans very hard to decipher. A simple map showing the existing and proposed use would help all parties evaluate the plan. I am incredulous that the RDU Authority has notcollaborated with Lake Crabtree County Park, the most-popular park in the Wake County Parks System.I urge RDU to think beyond the immediate revenue and consider more creative opportunities to plan the necessary expansion and generate revenue, while preserving the green space that is ina rapidly growing area of the Research Triangle Area. Big-picture thinking that addresses the needs of the community is what would make RDU stand out among other airports in rapidlygrowing urban environments.Best regards",10/8/2016
1000,"As a local resident of the triangle area, I wish to submit comments opposing the RDU Vision 2040 plan. It simply does not meet the needs of the citizens served by the airport. The preferredplan is simply ""horse and buggy"" type planning and development that has plagued our economy for the past few decades. This type of urban sprawl not only is bad for the environment, it is noteconomically sustainable.There is a terrific opportunity for RDU to collaborate with area use groups and make this location a recreational destination not just for existing residents but would increase tourism.Ecotourism is fast becoming one of the best investments that can be made. Outdoor recreation, ecological restoration and urban open space have proven to be economically beneficial.I urge you to support the collaborative plan, ""A Better Vision RDU 2040"" that will be presented by RDU Forest Trail Center at the public meeting this week. Their plan actually meets FAArequirements far better than the currently proposed alternative and will be the best for RDU, citizens and the environment.",10/10/2016
1001,"Honestly, I think it's shameful, the amount of land that Wake County is allowing to be developed. When I moved to this area in 1999, I was so impressed by the fact that everything stilllooked so green and so much of the land was maintained. Every time I turn a corner now, I don't recognize where I am because of clear cutting. Umstead and Crabtree Lake are two areas thatare sanctuaries where residents and visitors can escape to get out of the city and away from cement. It's our ""Central Park"" and as development encroaches on these areas, it will be a lessdesirable place to be.I OPPOSE a runway built closer to William B. Umstead State ParkI OPPOSE a quarry built next to William B. Umstead State Park on environmental sensitive lands that drain into our Park and into Crabtree CreekI OPPOSE the destruction of the forested lands off of Old Reedy Creek Road that are adjacent to Umstead Park and Crabtree CreekI SUPPORT the RDU Forest Trail CenterI SUPPORT an extended, detailed community involvement in planning the land use on all RDU airport lands on the side near William B. Umstead State Park, including Lake Crabtree CountyPark and lands off of Old Reedy Creek Road",10/10/2016
1002,"We are in favor of a compromise plan that preserves the forested areas being considered for development in the RDU area. There are plenty of shopping areas near the airportand it is possible to provide the kinds of services you might want for that immediate area without destroying a habitat that cannot be replaced.When visitors come to RDU the forested areas around the airport are what makes our state so special. My husband is a native of Charlotte and unfortunately that urban area does not have thesame feeling as we have in RTP. Even though this is just one development it is important and significant to save those trees! We need the Lake Crabtree and Umstead bike trails to providevaluable recreation, too. Again these kinds of forested trails are unique in our urban environment.Being next to Umstead we need the buffer to protect that State Park, too.",10/10/2016
1003,"I support the creation of the ""RDU Forest Trail Center"" - a community asset and tourism destination with 50 miles of trails for hiking and biking, plus related recreational amenitiesthat provide the airport with sustainable and substantial revenue sources (brewery, cafÃ©, bike rentals, outdoor retail, parking, conference/education center, and more).I oppose the proposed quarry next to William B. Umstead State Park with devastating damage to the water quality and quantity to Crabrtree Creek, only to become a nonrevenue-producingburden in a couple decades.I oppose a runway closer to William B. Umstead State Park which would ruin recreational use of the Park land via increased noise.I oppose building a new major road (Commerce Blvd) along the William B. Umstead State Park's boundary.Almost all of the storm runoff from the RDU property enters Umstead State Park (either directly or indirectly via Crabtree Creek). As such, environmentally â€“sound development is imperative.thank you for considering these comments.",10/10/2016
1004,"I am totally against the quarry, which will pay off for 20 years, and then the people of Raleigh will be putting up with a hole in the ground FOREVER. Fast forward about 40, 50,100 years. People will be looking at that hole and saying ""And they thought this was a good idea WHY??""What we need are the forested trails, which will be used and enjoyed for generations to come, a wonderful resource for a great city.Also, no Commerce Blvd next to the Park.",10/11/2016
1005,"I support the Umstead Coalition's positions on the matters as shown below:Please let them know our desire to maintain and enhance the forested trail system in Wake County'sCrabtree County Park and along Old Reedy Creek Road connecting to William B. Umstead State Park.Tell them you support the creation of the ""RDU Forest Trail Center"" - a community asset and tourism destination with 50 miles of trails for hiking and biking, plus related recreational amenitiesthat provide the airport with sustainable and substantial revenue sources (brewery, cafÃ©, bike rentals, outdoor retail, parking, conference/education center, and more).Further, we oppose the proposed quarry next to William B. Umstead State Park with devastating damage to the water quality and quantity to Crabrtree Creek, only to become a nonrevenue-producing burden in a couple decades.We strongly oppose a runway closer to William B. Umstead State Park which would be a 'taking' of Park land via increased noise.We strongly oppose building a new major road (Commerce Blvd) along the William B. Umstead State Park's boundary.Almost all of the storm runoff from the RDU property enters Umstead State Park (either directly or indirectly via Crabtree Creek). As such, environmentally â€“sound development is imperative.Thanks",10/11/2016
1006,"I had hoped public comments since August 28th would have been released to the public before the final alternative is presented tomorrow at 6-8 p.m. So far that is not thecase at 10:00 p.m. 10/10/2016. I do hope the public hearing tomorrow will address concerns of pollution, air quality and water, along with increased noise levels. I have heard about a new roadCommerce Blvd that will be built on the boundaries of Umstead, so these plans should have been studied by Riccondo and Associates. I do hope Commerce road plans will be made availableat this final alternative selection meeting. If not then I would hope that adjacent homeowners would be advised of this road. I understand that information presented will be on the website afterthis meeting, but I have concerns that might not happen before the RDU Authority votes on the Vision 2040 plans October 20th just seven days from the hearing. Airport Authority members,along with other local officials need to see all comments...RDU lacks the ability to be transparent and release all information in a timely manner...All year long information is released and in afew short days, decisions are to be made by the Airport Authority, the PAC and the TAC...I have tried to attend PACs and they are cancelled and the reschedule time is not listed on the RDUsite...I hope these issues will be addressed tomorrow at the public hearing at Marriott on Miami Blvd from 6-8 p.m. Please contact me concerning this road and its impact on my home on OldReedy Creek Road.",10/11/2016
1007,#RDU #AirportAuthority: Save the forested lands near Old Reedy Creek within RDU's project area. t.co/BYzlyLwJw5,10/11/2016
1008,@RDUAirport I hope Lake Crabtree park and all it currently offers is unaffected.,10/11/2016
1009,thrilled if you guys simply added pedestrian safety - allow access to terminals w/out crossing in front of drop-off and pick-up traffic.,10/11/2016
1010,All are still on the plan...and the rock quarry could start within a few months!!!!,10/11/2016
1011,"Using park area to add expanded rock quarry, hotel and shopping area outside of airport? Are those still on the plans? If so, I don't see how that makes the airport that much better.",10/11/2016
1012,RDU Airport Authority: Save the forested lands near Old Reedy Creek within RDU's project area. - Sign... t.co/kRGqXpX6f8 via @Change,10/11/2016
1013,"Call to Action- please attend!! RDU Airport Workshop. Tues Oct 11, 6pm Marriott RTP. SAVE RDU FORESTS! More: t.co/Cva1nuiC8m",10/11/2016
1014,Help save Lake Crabtree Park from strip mall offices and a quarry within RDU's project area. #RDU #savethepark t.co/KiviP5hWTB,10/11/2016
1015,RDU Airport Authority: Save the forested lands near Old Reedy Creek within RDU's project area. - Sign... t.co/ua7g6DviV1 via @Change,10/11/2016
1016,"Like what? We can already facilitate anything save the largest Antonov, and there are one of those in the world.",10/11/2016
1017,"RDU is just about at max capacity with the gate space now. More gates, terminals would be nice",10/11/2016
1018,I appreciate the redesignation of some land for recreatin. I believe more land can be redesigned as potential recreation,10/11/2016
1019,"The RDU Authority should consider using the Crabtree Area where development is planned for trails. the land could be a great place ot make a park, and yet, maybe the Airport need to addsome runway, or buildings, but It is way more important for the Crabtree Bike trails to be open for future generations. Maybe, they could sell the area to umstead. the Area needs to be reservedfor recreational trails, and wooded Areas. The Triangle is one of the fastest growing metropolitan areas of the country. These people need recreational areas. THe Quarry and some other non-protected wooded raeas would also make great recreational spaces. In addition, the trails could become a major attraction, Think about a quarry trail. I think that these wooded areas should notbe used for an Airport expansion, or a development program to bring money to RDU. The Area sh9ould be used for recreational space, and good trails can be good community pride.",10/11/2016
1020,The map is very misleading & hard to interpret. Please provide an improved map having all potential uses for the land.,10/11/2016
1021,Thanks for not answering our many questions .,10/11/2016
1022,I'm behind RDU Forest Trail Center,10/11/2016
1023,Larger Room and more chairs at the public workshops. Authority Board needs to be present at the meetings to answer questions.,10/11/2016
1024,"Please consider a plan that maximizes greenspace. the area is a destination for those across the region, and needs to remain for everyone to enjoy,",10/11/2016
1025,"Walking and biking trails at lake crabtree should neither be destroyed or altered as well as the balance of Lake Crabtree. This post it note was written by my 7 year old @ the meeting Post it notsays: ""I dont want shops I want trails trails trails trails trails trail trails."" RDU seems very disingenuous about operating in good faith.",10/11/2016
1026,"Although the RDU Terminal area Improvements look good, I am against any plans to expand the quarry or develop any of the Easten land north and south of I-40. This should be reserved forTrails and Recreations. This recreation area is a KEY reason many people relocate to this area in the first place. This Eastern area North and South of I-40 should by developed as a trailsdestination mecca which would draw more revenue to RDU than a Quarry would. Long term this would be more valuable to RDU and to the Triangle community.",10/11/2016
1027,Please do not bulldoze the MTB trails they are a gem. we built a 4.5m house here to be near umstead/trails at Lake Crabtree.,10/11/2016
1028,airport needs to be accomodating to all kinds of folks & be green & have greenspace one day it will be all we have!,10/11/2016
1029,"Please listen to the community affected by this plan, those that like and visit. There is an overwhelming amount of people opposed to this plan as presented. So much more could be done topreserve the current land and produce revenue for RDU. Thank you!",10/11/2016
1030,"I support an RDU trail center to include multiuse trails already existing in LCCP and Umstead State Park. These trails are for bikers, hikers, photographers, scenery, cold life viewers, and otherrecreational users. I like to stress that this area is ideally accessible by car on the highways and the Cary Greenway. It is centrally located in the RDU area and well used.",10/11/2016
1031,"I support keeping the green space green. Swap land with another area. Don't sell land for money, This is public land not RDU land. We want to preserve the land for future generations not short-term gain.",10/11/2016
1032,Please listen to all the voices asking you to consider a trail center as an airport bufferzone and delay any movement on the quarry. I live in Cary becuase of the easy access to Umstead andCrabtree. I would definitely consider moving if this changed. I would consider moving out of the area / state if I want't able to easily get to the trails to enjoy my favorite spot of mountain hbikingand i know of several TORC members who feel the same.,10/11/2016
1033,"I am 8 years old. I love riding at Crabtree, It is my favorite thing to do. I do it three times a week. Do not shut it down.",10/11/2016
1034,The mountain biking trails are critical to keep community healthy and give tremendous space for recreation of families in a beautiful outdoor setting.,10/11/2016
1035,outrfamily use Lake Crabtree Trails all the time. It's the best place for our gamily to be active. We know many family feel the same way about Lake Crabtree Trails. Please save Lake Crabtreetrails for many families..,10/11/2016
1036,Please reconsider your expansion plans. This greenspace is a huge drawing point both for us residents and for people considering moving to the Triangle. There are somethings you can't put aprice tag on. The quarry in particular would be particularly destructive to our community.,10/11/2016
1037,"Thank you for sharing your progress with the public. As a young proffessional, living in the area I would like to see your plan center on more sustainable non-invasive economic solutions. A newoffice park, does not improve air travel quality and neither does the quarry, and they dont improve quality of life either. I'd liek to see a more modern solutions to economic growth that will attractnew generation enterepreueurs like me. Please preserve the nature and offer us something better than & another giant parking lot. Thank you Le",10/11/2016
1038,I support the RDU forst trail center plan. I want to protect the park from damage. I do NOT want a quarry next to the park.,10/11/2016
1039,This meeting was a farce. The authority cleary as no interest in public iimpact. We were told the authority owns the airport and will do what they want.,10/11/2016
1040,I support the RDU Forest/ Trail Plan. I want to protect the park. I am opposed to the quarry.,10/11/2016
1041,I'm unhappy with the way the meeting was led. Those of us unhappy with the preferred alternative were ignored. Meeting was shut down to stop comments from those of us opposed!,10/11/2016
1042,There will be multiple repercussions for this terrible master plan which does not consider the community. RDU should serve the community and therefore should listen to the community,10/11/2016
1043,"This area (the proposed rock quarry/ parking/ office bldgs) is HEAVILY USED by the community as a recreational area & nature area, which is one of the many draws to the area. Pleaseconsider RDU forest trail center and support a better vision. I promise you the numbers of people here only represent a small fraction of the area who do NOT support RDU's current ""vision""",10/11/2016
1044,"Wow the way discussion was shut down at this meeting was callous & heartbreaking. Please work w/ trail center to preserve natural space. Hotel recreation is not a commitment to recreation.Please preserve trails at lcep & wildlife PRESERVE NATURAL SPACE, TRAILS WE DONT NEED MROE OFFICES!!! forrests dont grow back",10/11/2016
1045,"I strongly support the efforts of RDUforesttrailcenter.com. A ""destination"" greenspace will be far more valuable than other proposed development. Is can be a central park for a growing triangle.It would have a big impact on my recruiting talent when I grow by buisness.",10/11/2016
1046,The wooded areas adjacent to Umstead State Park should be preserved for recreation. The area designated for recreation in the preferred plan is inadequate. Final decison on the quarryneeds to be considered by the public.,10/11/2016
1047,The RDU forest trail center is worthy of your focus and implementation strategy. Ignoring the groundswell could prove unwiddy.,10/11/2016
1048,"The current ""recreation"" area in the preferred model is NOT suffiecent. The presentation by the RD authority tonight showed they are not interested in working with the community. The RDUAuthority is ONLY concerned with revenue.",10/11/2016
1049,Ive been riding these trails for over 15 years. Please dont take them away. I would like my son to enjoy them as well.,10/11/2016
1050,Crabtree Park Trails & the trails off Umstead provide a great space for recretion. This is a real gem for the Triangle Area because it is close to Raleigh & City areas. Thanks,10/11/2016
1051,"Has anyone placed a monetary value on the health benefits provided by having tracts such as 286, RR, & Crabtree available to the public? Also, please consider those health benefits & thereduced strain on our local health care system.",10/11/2016
1052,I support the forest trail center alternative concept for the southern portion of the RDU property.,10/11/2016
1053,"As a former NCDOT employee & current transportation planner I am very concerned & angry that this public meeting to discuss & lay out the preferred alternative was never discussed,explained, shown or made available to attendees prior or after the ""discussion."" This is not in keeping with disclosure, or engagement!",10/11/2016
1054,"The area currently designated ""Industrial/Quarry"" is currently used by Albany Boy Scout Troop for camping/ hiking, According to the master plan, that is not a potential use for that land. Itshould be designated mixed use and include recreation.",10/11/2016
1055,"The RDU Authority must focus on aeronautical activities. Land near I-40 is under the authority because of a planned diagonal runway. That idea was dropped, and RDU acquired land on thewest side of RDU for a 3rd future runway- moving a major roadway. Since this land will no longer be used for areoautical purposes, it should be returned to the citezens by transfering to one ormore of the 3 local parks- Umstead, Crabtree or Cary Greenways for public recreation use. The public need for recreation in this area is high. Trails at the neachy Umstead entrance are heavilyused and completly worn out. They no longer are adequate, so additional trails are requred to maintain the triangles as a highly vaulted place to live. Development is not easily undone so thisopportunity to ""do the right thing"" should not be missed. We are very dissapointed in the lack of response to public demand in the land- use policy, which underlies teh fact that the RDUauthority needs to concentrate as it should on aruonactical issues, and cede the other land to public oganizations that will properly handle it- local parks. I worry that airport involvment in officespace will be illegal public-subsdized competition to local buisnesses.",10/11/2016
1056,"I think a world class airport is a huge benefit. However, is it a commodity. Do what is needed to make RDU modern, but dont destroy irreplaceable treasures like Crabtree park! I've lived manyplaces in my life. Few have had such a good park like Lake Crabtree so close to the city. It is a treasure that is irreplaceable, Many excellent airports de cantralige airport functions. DFU, DIA.We dont need to destroy Lake Crabtree Park for the benefit of parking our rental cars. NOBODY will brad about how nice the RDU parking lot is. However, people constantly brag about howwonderful the Park is. Please don't destory it!",10/11/2016
1057,"Traditional airports are ""commerce heavy"", but typically those surronding hotels & other venues are passed by and at half capacity. Be creative! Do something different! Be the first airport that isnot an ecococicac reservation zone. Also, the quarry is not a good idea. Environmentally detremental.",10/11/2016
1058,Please dont expand quarry & take land away from Crabtree park or Umstead Park. Please include land use in conversations.,10/11/2016
1059,My son & I use the Crabtree Park & bike trails whenever we can It's an opportunity for he & I to connect & spend time we normally don't get to do.,10/11/2016
1060,"1- Is it shameful that a group discussion could not be finished at the end of the presentation. I would like to hear the various question of my fellow rdu'rs, and it would be informative to have youranswers. 2-Disgraceful to consider lake crabtree park as a potential office/ hotel/ recreation. If you strip green space & recreation you strip positive part of our home and replace it with office &hotels which provide nothing but revenue. Revenue forecasting 25 years out should be a seperate discussion.",10/11/2016
1061,"Preserving a buffer around Umstead is paramount. The trail, that will be lost to a hotel in Crabtree Park are unique in that they attract all levels & ages of cyclist. Say that using other trails in thearea for recreations makes up for that is just wrong.",10/11/2016
1062,"Greatly concerned the Q & A portion of the slide show was not allowed to happen & the microphone was removed from the room entirely & we were told to ask quesiton at back of the room.This is highly misleding as future meetings/ decisions will be able to say open Q & A happned even though it wasn't allowed. The classification of the Hotel/ office/ recreation area is shown oneway on the map but the other map shown removes the location's recreation office a representative from the Umstead coutenten that has siebm: Hed a revenue generating plan was not allowedto be heard at the meeting & the (00's of comments submittd prior to this were not addressed at all. Hence the concern of the public that voices are not being heard & revenue generatery plansare not being incorperated into the plan that would save this gem of Lake, park & quarry & camping areas for Boy Scouts. Community use of land is strong & another hotel will not be as additiveto the answer the hotel opetion would dispose of an huge issue for traffic as it is a land road.",10/11/2016
1063,I would like to see greater conservation of the Lake Crabtree area and pushing for denser commercial development near the Sheetz along Airport Blvd.,10/11/2016
